OBJECTID,AllBridges_2016April_BDEPT,AllBridges_2016April_BIN,AllBridges_2016April_Health_Index,AllBridges_2016April_Item_6A,AllBridges_2016April_Item_7,AllBridges_2016April_Item_8,AllBridges_2016April_Item_8_Bridge_Cat,AllBridges_2016April_Item_8_Owner,AllBridges_2016April_Item_16A,AllBridges_2016April_Item_16B,AllBridges_2016April_Item_16C,AllBridges_2016April_Item_17A,AllBridges_2016April_Item_17B,AllBridges_2016April_Item_17C,AllBridges_2016April_Item_26,AllBridges_2016April_Item_28A,AllBridges_2016April_Item_29,AllBridges_2016April_Item_49,AllBridges_2016April_Item_51,AllBridges_2016April_Item_52,AllBridges_2016April_Item_58,AllBridges_2016April_Item_104,AllBridges_2016April_Posting_2_Axle,AllBridges_2016April_Posting_3_Axle,AllBridges_2016April_Posting_5_Axle,AllBridges_2016April_Struct_Def,AllBridges_2016April_Town_Name
2894,L19006,2TK,0.9901,I  95 /ST128,US  1 NEWBRPRT TPK,L190062TKDOTNBI,NBI,DOT,42,30,59.4576,71,0,5.652,14,8,100000,81.7,37.8,41.5,4,TRUE,0,0,0,TRUE,Lynnfield
2895,S05001,2TL,0.6507,WATER SAUGUS RIVER,US  1 BROADWAY,S050012TLDOTNBI,NBI,DOT,42,28,57.2952,71,1,12.594,14,8,104600,7.9,32.9,40.5,6,TRUE,0,0,0,FALSE,Saugus
2897,B11004,2TN,0.9534,WATER DANVERS RIVER,ST  1 A/CABOT ST,B110042TNDOTNBI,NBI,DOT,42,32,20.8356,70,53,15.3924,14,4,32000,680.6,24.1,27,7,TRUE,0,0,0,FALSE,Beverly
2898,B11004,2TP,0.5275,OTHER REPLACED BY 2TN,OTHER REMOVED,B110042TPDOTREM,REM,DOT,42,32,20.6556,70,53,15.3708,14,2,26559,150.6,12.8,16.1,6,TRUE,0,0,0,FALSE,Beverly
2899,B11004,2TQ,0.7767,OTHER REPLACED BY 2TN,OTHER REMOVED,B110042TQDOTREM,REM,DOT,42,32,20.7348,70,53,15.3816,14,2,26559,111.3,12.8,16.1,6,TRUE,0,0,0,FALSE,Beverly
2900,I01010,2TR,0.8285,WATER MILES RIVER,ST  1 A/COUNTY RD,I010102TRDOTNBI,NBI,DOT,42,39,29.6459,70,50,35.8835,14,2,14870,16.8,12.2,16.6,5,TRUE,0,0,0,FALSE,Ipswich
2904,B11009,2TW,0.9978,ST 97 CABOT ST,ST128,B110092TWDOTNBI,NBI,DOT,42,34,27.7,70,53,42.9,12,5,56500,18.9,22.1,26.3,N,TRUE,0,0,0,FALSE,Beverly
2905,B11010,2TX,0.9905,ST  1 A/DODGE ST,ST128,B110102TXDOTNBI,NBI,DOT,42,34,28.8552,70,53,32.0172,12,5,56500,25.3,22,26.8,N,TRUE,0,0,0,FALSE,Beverly
2906,B11011,2TY,0.906,COMB  MBTA & TOZER RD,ST128,B110112TYDOTNBI,NBI,DOT,42,34,31.2096,70,53,6.1224,12,6,45860,36.3,26.5,31.1,5,TRUE,0,0,0,FALSE,Beverly
2907,D03018,2U0,0.6982,WATER WATERS RIVER,ST128,D030182U0DOTNBI,NBI,DOT,42,32,49.73,70,56,11.73,12,4,73800,18.9,19.5,29,4,TRUE,0,0,0,TRUE,Danvers
2908,D03019,2U1,0.4536,WATER CRANE RIVER,ST128,D030192U1DOTNBI,NBI,DOT,42,33,22.1724,70,55,52.5036,12,6,73800,10.4,22.6,27.1,N,TRUE,0,0,0,FALSE,Danvers
2909,D03020,2U2,0.7435,RR    MBTA/BMRR,ST128,D030202U2DOTREM,REM,DOT,42,33,24.786,70,55,50.5776,12,4,75000,26.2,19.5,25.6,4,TRUE,0,0,0,FALSE,Danvers
2910,D03021,2U3,0.9803,ST 35 HIGH ST,ST128,D030212U3DOTNBI,NBI,DOT,42,33,29.1132,70,55,44.2956,12,4,73800,23.5,19.5,26,N,TRUE,0,0,0,FALSE,Danvers
2911,D03022,2U4,0.7917,WATER PORTER RIVER,ST128,D030222U4DOTNBI,NBI,DOT,42,33,36.54,70,55,36.4872,12,4,81100,8.5,21,28,6,TRUE,0,0,0,FALSE,Danvers
2912,D03025,2U5,0.9237,ST 62 ELLIOT ST,ST128,D030252U5DOTNBI,NBI,DOT,42,33,55.242,70,55,22.674,12,4,73800,21.9,22.9,25.4,N,TRUE,0,0,0,FALSE,Danvers
2913,G05024,2U6,0.5362,ST133 ESSEX AVE,ST128,G050242U6DOTNBI,NBI,DOT,42,37,5.8979,70,43,17.3099,12,6,37500,22.3,23.5,25.6,N,TRUE,0,0,0,FALSE,Gloucester
2914,G05021,2U7,0.8573,HWY   CONCORD ST,ST128,G050212U7DOTNBI,NBI,DOT,42,37,27.38,70,42,35.24,12,6,37200,18.6,27.1,28,5,TRUE,20,25,40,FALSE,Gloucester
2915,G05017,2U8,0.9318,WATER ANNISQUAM RIVER,ST128,G050172U8DOTNBI,NBI,DOT,42,37,31.25,70,41,20.2,12,4,35604,262.7,17.1,20.7,6,TRUE,20,25,40,FALSE,Gloucester
2916,G05022,2U9,0.7405,HWY   MARSH ST,ST128,G050222U9DOTNBI,NBI,DOT,42,37,22.37,70,40,51.85,12,4,59800,14,25,26.9,6,TRUE,0,0,0,FALSE,Gloucester
2917,G05025,2UA,0.6623,HWY   MAPLEWOOD AVE,ST128,G050252UADOTNBI,NBI,DOT,42,37,24.7692,70,40,10.2647,12,5,25100,14.9,28,29.6,5,TRUE,0,0,0,FALSE,Gloucester
2918,G05023,2UB,1,RR    MBTA,ST128,G050232UBDOTNBI,NBI,DOT,42,37,28.7112,70,39,51.5807,12,4,23500,10.7,21.9,29.7,8,TRUE,0,0,0,FALSE,Gloucester
2919,M02014,2UC,0.7471,HWY   PINE ST,ST128 NB,M020142UCDOTNBI,NBI,DOT,42,35,25.4147,70,47,35.9267,12,2,41300,26.5,12.3,13.4,7,TRUE,0,0,0,FALSE,Manchester
2920,M02014,2UD,0.747,HWY   PINE ST,ST128 SB,M020142UDDOTNBI,NBI,DOT,42,35,25.7999,70,47,36.9672,12,2,41300,26.5,12.3,13.4,7,TRUE,0,0,0,FALSE,Manchester
2921,P03015,2UE,0.9982,HWY   LOWELL ST,ST128,P030152UEDOTNBI,NBI,DOT,42,32,0.9996,70,57,2.5776,12,4,95900,30.5,19,23.9,6,TRUE,0,0,0,FALSE,Peabody
2922,P03021,2UF,0.9658,HWY   ACCESS RD,ST128,P030212UFDOTNBI,NBI,DOT,42,32,14.36,70,56,35.56,12,6,95900,30.8,26.8,29.9,6,TRUE,0,0,0,FALSE,Peabody
2923,P03050,2UG,0.6565,I  95 RAMP J,I  95 /ST128,P030502UGDOTNBI,NBI,DOT,42,31,32.772,70,58,19.7471,12,6,86900,31.4,49,49.9,7,TRUE,0,0,0,FALSE,Peabody
2924,D03009,2UH,0.8386,WATER IPSWICH RIVER,ST114 ANDOVER ST,D030092UHDOTNBI,NBI,DOT,42,34,26.2344,70,59,36.546,14,2,51700,11.6,12.2,14.9,4,TRUE,0,0,0,TRUE,Danvers
2926,M20010,2UK,0.9791,WATER EMERSON BROOK,ST114 N MAIN ST,M200102UKDOTNBI,NBI,DOT,42,36,11.4011,71,1,43.8384,14,2,33620,14.9,13.4,16.5,7,TRUE,0,0,0,FALSE,Middleton
2927,P03010,2UL,1,OTHER REPLACED BY AF9,OTHER REMOVED,P030102ULDOTREM,REM,DOT,42,32,6.0828,70,55,50.736,14,2,32000,11.9,9.4,14.6,7,TRUE,0,0,0,FALSE,Peabody
2928,P03016,2UM,0.8698,ST128,ST114 ANDOVER ST,P030162UMDOTNBI,NBI,DOT,42,32,23.8524,70,56,17.1527,14,4,40700,26.2,15.2,20.2,5,TRUE,0,0,0,FALSE,Peabody
2929,S01001,2UN,0.190000075,WATER NORTH RIVER,ST114 NORTH ST,S010012UNDOTNBI,NBI,DOT,42,31,29.62,70,53,57.41,14,4,18400,7.3,0,0,N,TRUE,0,0,0,TRUE,Salem
2953,D03031,2VE,0.7901,ST114 ANDOVER ST,I  95 SB,D030312VEDOTNBI,NBI,DOT,42,33,34.9,70,58,27.82,11,3,72740,42.7,18.6,21,6,TRUE,0,0,0,FALSE,Danvers
2954,D03031,2VF,0.7901,ST114 ANDOVER ST,I  95 NB,D030312VFDOTNBI,NBI,DOT,42,33,34.28,70,58,25.95,11,3,72740,42.7,18.6,21,6,TRUE,0,0,0,FALSE,Danvers
2955,D03033,2VG,0.78,ST 62 MAPLE ST,I  95 NB,D030332VGDOTNBI,NBI,DOT,42,34,54.7,70,57,49.21,11,4,74891,38.4,19.5,21,5,TRUE,0,0,0,FALSE,Danvers
2956,D03033,2VH,0.7682,ST 62 MAPLE ST,I  95 SB,D030332VHDOTNBI,NBI,DOT,42,34,55.53,70,57,50.72,11,4,72740,39,21.9,23.8,6,TRUE,0,0,0,FALSE,Danvers
2965,P03044,2VT,0.5691,US  1 NB/NEWBURY ST,I  95 SB CONNECTOR,P030442VTDOTNBI,NBI,DOT,42,32,34.96,70,59,6.76,12,4,23500,34.1,11.6,13,6,TRUE,0,0,0,FALSE,Peabody
2966,P03040,2VU,0.7299,HWY   LOWELL ST,I  95 NB,P030402VUDOTNBI,NBI,DOT,42,32,47.8,70,58,55,11,4,79700,23.5,19.7,21.1,6,TRUE,0,0,0,FALSE,Peabody
2967,P03040,2VV,0.7493,HWY   LOWELL ST,I  95 SB,P030402VVDOTNBI,NBI,DOT,42,32,48.75,70,58,55.55,11,4,60000,23.5,19.7,21.1,6,TRUE,0,0,0,FALSE,Peabody
2968,P03036,2VW,0.7422,OTHER MBTA - BIKE TRAIL,I  95 NB,P030362VWDOTNBI,NBI,DOT,42,32,53.28,70,58,52,11,4,79700,9.3,81.5,82.8,6,TRUE,0,0,0,FALSE,Peabody
2969,P03036,2VX,0.7402,OTHER MBTA - BIKE TRAIL,I  95 SB,P030362VXDOTNBI,NBI,DOT,42,32,51.62,70,58,53.98,11,4,79700,9.3,81.5,82.8,6,TRUE,0,0,0,FALSE,Peabody
2970,P03046,2VY,0.9595,I  95 RAMP FROM US 1 NB,I  95,P030462VYDOTNBI,NBI,DOT,42,32,31.8192,70,59,2.4252,11,6,76700,66.4,40.2,41.1,6,TRUE,0,0,0,FALSE,Peabody
2971,P03047,2W0,0.8428,I  95 RAMP E,I  95 RAMP G,P030472W0DOTNBI,NBI,DOT,42,31,33.0672,70,58,42.2652,12,3,18000,32.6,12.8,13.9,7,TRUE,0,0,0,FALSE,Peabody
2972,P03048,2W1,0.739,ST128,I  95 RAMP G,P030482W1DOTNBI,NBI,DOT,42,31,29.1503,70,58,37.0127,12,3,16300,83.5,12.9,13.9,7,TRUE,0,0,0,FALSE,Peabody
2973,P03049,2W2,0.9924,I  95 RAMP J,I  95 RAMP G,P030492W2DOTNBI,NBI,DOT,42,31,26.4251,70,58,23.8007,12,3,18000,53.9,12.9,13.9,7,TRUE,0,0,0,FALSE,Peabody
2974,L19008,2W3,0.9559,WATER SAUGUS RIVER,I  95 /ST128,L190082W3DOTNBI,NBI,DOT,42,30,46.14,71,2,13.98,16,6,110600,11,34.1,41.5,N,TRUE,0,0,0,FALSE,Lynnfield
2975,L19004,2W4,0.9008,HWY   WALNUT ST,I  95 NB/ST128 NB,L190042W4DOTNBI,NBI,DOT,42,30,49.36,71,1,43.29,11,3,66700,17.7,18.9,20.5,N,TRUE,0,0,0,FALSE,Lynnfield
2976,L19004,2W5,0.9131,HWY   WALNUT ST,I  95 SB/ST128 SB,L190042W5DOTNBI,NBI,DOT,42,30,49.992,71,1,43.62,16,4,66700,17.7,18.9,20.5,N,TRUE,0,0,0,FALSE,Lynnfield
2977,L19007,2W6,0.9495,HWY   SUMMER ST,I  95 NB/ST128 NB,L190072W6DOTNBI,NBI,DOT,42,30,56.59,71,0,47.56,11,5,55400,18.3,18.9,20.5,N,TRUE,0,0,0,FALSE,Lynnfield
2978,L19007,2W7,0.9449,HWY   SUMMER ST,I  95 SB/ST128 SB,L190072W7DOTNBI,NBI,DOT,42,30,57.17,71,0,47.99,11,5,55400,18.3,18.9,20.5,N,TRUE,0,0,0,FALSE,Lynnfield
3409,R05039,3AN,0.9294,US  1 RAMP & ST60,US  1 NE XWAY,R050393ANDOTNBI,NBI,DOT,42,25,52.7231,71,1,3.1259,12,4,66200,147.2,25.6,27,5,TRUE,0,0,0,FALSE,Revere
3410,R05041,3AP,0.7448,HWY   SARGENT ST,US  1 NE XWAY,R050413APDOTNBI,NBI,DOT,42,25,17.65,71,1,40.75,12,6,66200,27.4,31.7,35.9,6,TRUE,0,0,0,FALSE,Revere
3411,S05037,3AQ,0.6993,ST 99 NB CONN,US  1 SB/BROADWAY,S050373AQDOTNBI,NBI,DOT,42,27,4.5863,71,1,24.8447,14,2,58000,24.7,12.3,13.8,7,TRUE,0,0,0,FALSE,Saugus
3412,B16232,3AR,0.5845,I  93 OFF RAMP,I  93 UPPR ON RAMP,B162323ARDOTCLO,CLO,DOT,42,21,48,71,3,42,11,2,30000,180.7,8.5,10.4,5,TRUE,0,0,0,FALSE,Boston
3413,B16232,3AT,0.5854,I  93 OFF RAMP,I  93 UPPR ON RAMP,B162323ATDOTCLO,CLO,DOT,42,21,48,71,3,42,11,2,66700,73.5,8.8,10.8,5,TRUE,0,0,0,FALSE,Boston
3414,B16232,3AU,0.586,I  93 NB OFF RAMP,I  93 SB UPR ON RP,B162323AUDOTCLO,CLO,DOT,42,21,48,71,3,42,11,2,26000,146.3,8.5,10.4,5,TRUE,0,0,0,FALSE,Boston
3415,B16232,3AV,0.5852,I  93 SB OFF RAMP,I  93 NB UPR ON RP,B162323AVDOTCLO,CLO,DOT,42,21,48,71,3,42,11,2,37839,146.3,8.5,10.4,5,TRUE,0,0,0,FALSE,Boston
3416,B16232,3AW,0.5574,COMB  PARKING & MBTA,I  93 SB OFF RP,B162323AWDOTCLO,CLO,DOT,42,21,48,71,3,36,11,2,26800,158.5,8.5,10.4,4,TRUE,0,0,0,FALSE,Boston
3417,B16232,3AX,0.6139,COMB  PARKING & MBTA,I  93 NB OFF RAMP,B162323AXDOTCLO,CLO,DOT,42,21,48,71,3,42,11,1,27850,158.5,8.5,10.5,5,TRUE,0,0,0,FALSE,Boston
3418,B16232,3AY,0.6011,HWY   NASHUA ST & PARKNG,I  93 OFF RMP,B162323AYDOTCLO,CLO,DOT,42,21,58.2228,71,3,51.372,11,2,54650,61.6,12.2,16.5,5,TRUE,0,0,0,FALSE,Boston
3419,B16232,3B0,0.6243,HWY   NASHUA ST,I  93 OFF RMP,B162323B0DOTCLO,CLO,DOT,42,21,48,71,3,42,11,2,54650,36.9,8.5,10.4,5,TRUE,0,0,0,FALSE,Boston
3420,C09014,3B1,0.727,HWY   ACCESS RAMP E,ST 16 EB,C090143B1DOTNBI,NBI,DOT,42,24,13.5396,71,2,3.2243,14,3,21000,22.5,11,13.9,6,TRUE,0,0,0,FALSE,Chelsea
3421,M25017,3B2,0.7616,HWY   GRANITE AVE,I  93 /US1/ST3,M250173B2DOTNBI,NBI,DOT,42,16,28.0739,71,3,1.6811,11,8,186639,44.2,36.6,39,6,TRUE,0,0,0,FALSE,Milton
3422,M12039,3B3,1,ST 16 MYST VAL PKY,I  93,M120393B3DOTNBI,NBI,DOT,42,24,21.8268,71,5,58.0271,11,8,170000,99.1,40,42.5,7,TRUE,0,0,0,FALSE,Medford
3423,M12036,3B4,1,WATER MYSTIC RIVER,I  93,M120363B4DOTNBI,NBI,DOT,42,24,53.136,71,6,14.0076,11,8,169794,78.6,41.5,43.3,7,TRUE,0,0,0,FALSE,Medford
3424,M12025,3B5,1,HWY   RIVERSIDE AVE,I  93,M120253B5DOTNBI,NBI,DOT,42,24,58.6835,71,6,14.3352,11,8,174258,62.8,43,44,6,TRUE,0,0,0,FALSE,Medford
3425,M12027,3B6,0.9853,ST 60 EB/SALEM ST,I  93,M120273B6DOTNBI,NBI,DOT,42,25,7.3847,71,6,14.6843,11,8,174300,48.8,40,42.5,6,TRUE,0,0,0,FALSE,Medford
3426,M12028,3B7,0.9971,ST 60 WB/SALEM ST,I  93,M120283B7DOTNBI,NBI,DOT,42,25,12.2807,71,6,14.1227,11,8,174300,48.8,40,42.5,6,TRUE,0,0,0,FALSE,Medford
3427,M12029,3B8,1,HWY   WEBSTER ST,I  93,M120293B8DOTNBI,NBI,DOT,42,25,21.4355,71,6,12.9455,19,9,169000,40.8,43,44,6,TRUE,0,0,0,FALSE,Medford
3428,M12030,3B9,1,HWY   VALLEY ST & FLLSWY,I  93,M120303B9DOTNBI,NBI,DOT,42,25,33.5712,71,6,11.6531,11,9,170000,41.1,43,44,7,TRUE,0,0,0,FALSE,Medford
3431,Q01042,3BC,0.7241,HWY   FURNACE BROOK PKWY,I  93 /US1/ST3,Q010423BCDOTNBI,NBI,DOT,42,14,28.032,71,1,32.1635,11,10,202200,22.6,33.5,36,7,TRUE,0,0,0,FALSE,Quincy
3432,Q01041,3BD,0.9068,HWY   WILLARD ST,I  93 /US1/ST3,Q010413BDDOTNBI,NBI,DOT,42,14,40.7796,71,1,53.0075,16,10,22000,28.7,40.8,42.1,6,TRUE,0,0,0,FALSE,Quincy
3433,Q01044,3BE,0.7598,HWY   WEST ST,I  93 /US1/ST3,Q010443BEDOTNBI,NBI,DOT,42,14,24.3203,71,1,28.65,11,9,191000,30.4,35.9,37.3,7,TRUE,0,0,0,FALSE,Quincy
3434,B16281,3BF,1,OTHER CAT PROJECT,OTHER REMOVED,B162813BFDOTREM,REM,DOT,42,22,48,71,4,12,11,1,10,49.7,15.2,17.1,7,TRUE,0,0,0,FALSE,Boston
3435,B16281,3BG,0.9801,OTHER CAT PROJECT,OTHER REMOVED,B162813BGDOTREM,REM,DOT,42,22,46.6644,71,4,36.2928,11,1,10,49.7,6.7,8.8,7,TRUE,0,0,0,FALSE,Boston
3436,S17031,3BH,0.7125,ST 28 & ST38 & TEMPLE ST,I  93,S170313BHDOTNBI,NBI,DOT,42,23,37.35,71,5,9,11,8,150000,716.9,37.9,42.4,5,TRUE,0,0,0,FALSE,Somerville
3437,S17035,3BJ,0.7469,I  93 CONNECTORS,I  93 SB OFF RAMP,S170353BJDOTNBI,NBI,DOT,42,23,30.8256,71,5,4.3404,16,1,16900,176.2,7.2,8.8,5,TRUE,0,0,0,FALSE,Somerville
3439,S17033,3BL,0.8669,OTHER PEDESTRIAN,I  93 NB ON RAMP,S170333BLDOTNBI,NBI,DOT,42,23,33.2,71,5,3.12,16,1,13060,151.8,7.2,8.8,5,TRUE,0,0,0,FALSE,Somerville
3440,B16281,3BM,0.9889,I  93 SB BT 46 - 57,I  93 NB,B162813BMDOTNBI,NBI,DOT,42,22,37.8192,71,4,29.9927,11,3,74200,273.7,18.9,21,5,TRUE,0,0,0,FALSE,Boston
3441,S17029,3BN,0.7823,HWY   SHORE DR,I  93,S170293BNDOTNBI,NBI,DOT,42,23,50.7372,71,5,27.834,11,8,142000,26.2,40.7,42.4,6,TRUE,0,0,0,FALSE,Somerville
3442,B16281,3BP,0.8425,I  93 SB BT 57 - 61,I  93 NB,B162813BPDOTNBI,NBI,DOT,42,22,43.6548,71,4,33.8771,11,3,74200,101.5,18.9,21,6,TRUE,0,0,0,FALSE,Boston
3443,B16281,3BQ,0.8974,I  93 SB BT 61 - B5,I  93 NB,B162813BQDOTNBI,NBI,DOT,42,22,47.0064,71,4,35.3244,11,3,74200,148.4,18.9,21,6,TRUE,0,0,0,FALSE,Boston
3444,B16281,3BR,0.9113,I  93 CONN D & K,I  93 BT NB4-N ABT,B162813BRDOTNBI,NBI,DOT,42,23,12.9444,71,4,40.9902,11,4,67158,112.8,20.7,21.8,6,TRUE,0,0,0,FALSE,Boston
3445,B16281,3BT,0.9937,TR    ORANGE LINE,I  93 SB BT 46-57,B162813BTDOTNBI,NBI,DOT,42,22,37.8192,71,4,29.9927,11,3,72100,273.7,17.55,21.34,6,TRUE,0,0,0,FALSE,Boston
3446,B16281,3BU,0.9865,RR    MBTA & BMRR,I  93 SB BT 57-61,B162813BUDOTNBI,NBI,DOT,42,22,43.6548,71,4,33.8771,11,3,68700,102.1,13.5,27.3,6,TRUE,0,0,0,FALSE,Boston
3447,B16281,3BV,0.9934,RR    BMRR,I  93 SB BT 61-B5,B162813BVDOTNBI,NBI,DOT,42,22,47.0064,71,4,35.3244,11,3,72100,148.4,13.6,17.4,6,TRUE,0,0,0,FALSE,Boston
3448,B16232,3BW,0,OTHER 1 93 NB RP/RELIEF,OTHER REMOVED,B162323BWDOTREM,REM,DOT,42,21,48,71,3,36,11,2,10,23.8,9.1,11,6,TRUE,0,0,0,FALSE,Boston
3449,B16232,3BX,0,HWY   DEWEY SQ TUNNEL,I  93 NB DEAD RAMP,B162323BXDOTCLO,CLO,DOT,42,20,48,71,3,42,11,1,10,6.4,7.3,8.5,6,TRUE,0,0,0,FALSE,Boston
3453,B16232,3C2,0.9222,HWY   DEWEY SQ TUNNEL,I  93 SB OFF RAMP,B162323C2DOTDES,DES,DOT,42,20,54,71,3,36,11,3,16500,6.4,6.1,7.3,6,TRUE,0,0,0,FALSE,Boston
3454,B16232,3C3,0.320000035,COMB  I 90 & AMTRAK/MBTA,I  93 ONRP NB @BDW,B162323C3DOTREM,REM,DOT,42,20,49.0452,71,3,35.8308,11,2,45000,218.5,8.5,10.3,5,TRUE,0,0,0,FALSE,Boston
3456,B16232,3C5,0.5169,HWY   CITY STREETS,I  93 SB OFF RAMP,B162323C5DOTDES,DES,DOT,42,20,48,71,3,42,11,1,4700,9.1,7.3,8.5,6,TRUE,0,0,0,FALSE,Boston
3459,B16232,3C8,0.8233,HWY   DEWEY SQ TUNNEL,I  93 SB ON RAMP,B162323C8DOTDES,DES,DOT,42,20,54,71,3,36,11,1,14040,14,6.1,7.3,6,TRUE,0,0,0,FALSE,Boston
3460,B16232,3C9,-1,OTHER I 93 SB OFR/RELIEF,OTHER REMOVED,B162323C9DOTREM,REM,DOT,42,20,42,71,3,42,11,2,5008,67.1,7.4,9.1,5,TRUE,0,0,0,FALSE,Boston
3461,B16281,3CA,0.9948,OTHER CAT PROJECT,OTHER REMOVED,B162813CADOTREM,REM,DOT,42,22,18,71,3,60,11,1,10,149.7,6.7,8.8,6,TRUE,0,0,0,FALSE,Boston
3463,B16232,3CC,0.7401,HWY   DEWEY SQ TUNNEL,I  93 SB OFF RAMP,B162323CCDOTDES,DES,DOT,42,20,54,71,3,36,11,1,10800,35.1,7.3,8.9,6,TRUE,0,0,0,FALSE,Boston
3464,B16232,3CD,-1,OTHER I 93SB OR/ALBNY ST,OTHER REMOVED,B162323CDDOTREM,REM,DOT,42,20,36,71,3,36,11,2,18920,80.8,7.3,9.1,5,TRUE,0,0,0,FALSE,Boston
3465,B16281,3CE,0.9132,I  93 SB,I  93 NB ON RMP,B162813CEDOTNBI,NBI,DOT,42,22,55.0956,71,4,36.9264,12,1,24300,91.4,6.7,13.7,5,TRUE,0,0,0,FALSE,Boston
3466,B16232,3CF,0,HWY   CITY STS,I  93 NB OF RP@TUN,B162323CFDOTREM,REM,DOT,42,21,39.5172,71,3,13.8888,11,2,24000,42.1,8.5,10.5,7,TRUE,0,0,0,FALSE,Boston
3467,B16281,3CG,0.9426,RR    MBTA & BMRR,I  93 SB B10-B16RP,B162813CGDOTNBI,NBI,DOT,42,22,55.5419,71,4,37.776,12,2,19554,120.4,11.6,13.7,6,TRUE,0,0,0,FALSE,Boston
3468,B16232,3CH,0,HWY   CITY STS,I  93 NB ON RP@TUN,B162323CHDOTREM,REM,DOT,42,21,45.7524,71,3,25.1748,11,2,26200,68.6,8.5,10.5,6,TRUE,0,0,0,FALSE,Boston
3469,B16281,3CJ,-1,OTHER CAT PROJECT,OTHER REMOVED,B162813CJDOTREM,REM,DOT,42,22,24,71,4,12,11,1,17800,99.1,6.7,8.8,6,TRUE,0,0,0,FALSE,Boston
3470,B16232,3CK,0,HWY   CITY STS,I  93 NB OFRMP@CSY,B162323CKDOTCLO,CLO,DOT,42,21,42,71,3,36,11,2,14500,80.2,8.5,10.5,6,TRUE,0,0,0,FALSE,Boston
3471,B16232,3CL,0.4846,COMB  CAUSEWAY ST & PKNG,I  93 NB OFF RAMP,B162323CLDOTCLO,CLO,DOT,42,21,48,71,3,36,11,2,27850,165.8,8.5,10.5,5,TRUE,0,0,0,FALSE,Boston
3472,B16232,3CM,0.4482,HWY   CITY ST & PARKING,I  93 NB OFF RAMP,B162323CMDOTCLO,CLO,DOT,42,21,48,71,3,36,11,2,27850,94.2,8.5,10.5,5,TRUE,0,0,0,FALSE,Boston
3473,B16232,3CN,0.6933,HWY   CITY STS & PARKING,I  93 SB OFRMP SD,B162323CNDOTREM,REM,DOT,42,21,48,71,3,36,11,2,26800,64.6,8.5,10.5,5,TRUE,0,0,0,FALSE,Boston
3474,B16232,3CP,0.5056,OTHER PARKING,I  93 SB ON RAMP,B162323CPDOTCLO,CLO,DOT,42,21,48,71,3,36,11,2,26000,44.5,8.5,10.5,5,TRUE,0,0,0,FALSE,Boston
3475,B16232,3CQ,0,COMB  I93 SB OFF & PKING,I  93 NB ON RP,B162323CQDOTREM,REM,DOT,42,21,48,71,3,36,11,2,37839,64.6,8.5,10.5,6,TRUE,0,0,0,FALSE,Boston
3476,B16232,3CR,0.6843,COMB  CITY STS & PARKING,I  93 SB RMP @ CSY,B162323CRDOTCLO,CLO,DOT,42,21,42,71,3,42,11,2,21000,110.9,8.5,10.5,6,TRUE,0,0,0,FALSE,Boston
3477,B16232,3CT,0.7277,HWY   CITY STS,I  93 SB OFRMP RF,B162323CTDOTCLO,CLO,DOT,42,21,30,71,3,24,11,2,31700,130.8,8.5,10.5,5,TRUE,0,0,0,FALSE,Boston
3478,B16232,3CU,0.708500645,OTHER PARKING,I  93 SB ONRMP@TUN,B162323CUDOTCLO,CLO,DOT,42,21,30,71,3,24,11,1,28500,88.1,8.5,10.5,6,TRUE,0,0,0,FALSE,Boston
3479,B16232,3CV,0.9768,HWY   HIGH ST,I  93 SB HIGHST RP,B162323CVDOTDES,DES,DOT,42,21,6,71,3,12,11,1,40000,156.1,6.7,7.7,7,TRUE,0,0,0,FALSE,Boston
3481,B16232,3CX,0.777777778,OTHER US 1 SB/WATER ST,OTHER REMOVED,B162323CXDOTREM,REM,DOT,42,22,0,71,6,0,12,1,28852,157,5.8,7.3,7,TRUE,0,0,0,FALSE,Boston
3482,B16232,3CY,0.777777778,OTHER US 1 SB/US 1 NB,OTHER REMOVED,B162323CYDOTREM,REM,DOT,42,22,0,71,6,0,12,2,34401,353.6,7.5,8.5,7,TRUE,0,0,0,FALSE,Boston
3483,B16232,3D0,0.7305,HWY   RAMP RD,I  93 SB OFRMP@NS,B162323D0DOTCLO,CLO,DOT,42,21,30,71,3,42,11,2,6750,150.9,8.5,10.5,6,TRUE,0,0,0,FALSE,Boston
3484,B16250,3D1,0.8371,WATER NEPONSET RIVER,I  93 /US1/ST3,B162503D1DOTNBI,NBI,DOT,42,16,40.026,71,2,54.2471,11,8,183183,145.7,33.5,36,7,TRUE,0,0,0,FALSE,Boston
3485,B16253,3D2,0.9448,HWY   HALLET STREET,I  93 /US1/ST3,B162533D2DOTNBI,NBI,DOT,42,16,49.458,71,2,47.1587,11,6,183183,18.2,34.2,36.1,7,TRUE,0,0,0,FALSE,Boston
3486,B16252,3D3,0.9306,OTHER PED/ BIKE PATH,I  93 /US1/ST3,B162523D3DOTNBI,NBI,DOT,42,16,59.1312,71,2,39.8399,11,8,207000,14.6,33.5,36,7,TRUE,0,0,0,FALSE,Boston
3487,B16270,3D4,0.6926,HWY   THEATRE ACCESS RD,I  93 /US1/ST3,B162703D4DOTNBI,NBI,DOT,42,17,3.9876,71,2,36.3624,11,8,184000,30.8,36,36,6,TRUE,0,0,0,FALSE,Boston
