OBJECTID,AllBridges_2012April_1_BDEPT,AllBridges_2012April_1_BIN,AllBridges_2012April_1_Health_Index,AllBridges_2012April_1_Item_6A,AllBridges_2012April_1_Item_7,AllBridges_2012April_1_Item_8_Bridge_Cat,AllBridges_2012April_1_Item_8_Owner,AllBridges_2012April_1_Item_16A,AllBridges_2012April_1_Item_16B,AllBridges_2012April_1_Item_16C,AllBridges_2012April_1_Item_17A,AllBridges_2012April_1_Item_17B,AllBridges_2012April_1_Item_17C,AllBridges_2012April_1_Item_26,AllBridges_2012April_1_Item_28A,AllBridges_2012April_1_Item_29,AllBridges_2012April_1_Item_49,AllBridges_2012April_1_Item_52,AllBridges_2012April_1_Item_58,AllBridges_2012April_1_Item_104,AllBridges_2012April_1_Posting_2_Axle,AllBridges_2012April_1_Posting_3_Axle,AllBridges_2012April_1_Posting_5_Axle,AllBridges_2012April_1_Struct_Def,AllBridges_2012April_1_Town_Name
3613,B16163,3H2,0.8162,RR    MBTA,HWY   MORTON ST   ,634,DOT,42,16,51.6144,71,5,9.0636,14,4,41300,23.5,23.7,5,TRUE,0,0,0,TRUE,Boston
3614,B16165,3H3,0.509,RR    MBTA              ,HWY   BLUE HILL AV,634,DOT,42,16,22.5696,71,5,38.6916,14,5,43800,43.9,36.6,5,TRUE,0,0,0,FALSE,Boston
3986,S09008,3VP,0.9385,I  95 SB                ,ST 27 HIGH PLN ST ,NBI,DOT,42,8,24.5508,71,12,49.2336,14,2,8800,54.9,14.9,5,TRUE,0,0,0,FALSE,Sharon
3987,S09007,3VQ,0.758,I  95 NB                ,ST 27 HIGH PLN ST ,NBI,DOT,42,8,24.0612,71,12,44.3628,14,2,8800,52.7,14.9,4,TRUE,0,0,0,FALSE,Sharon
3991,N25022,3VV,0.9978,US  1 PROVDNCE HWY,HWY   PNDRGST C SO,NBI,DOT,42,11,19.0104,71,11,4.4916,12,1,16200,50.6,16.1,8,TRUE,0,0,0,FALSE,Norwood
3992,N25023,3VW,0.9978,US  1 PROVDNCE HWY,HWY   PNDRGST C NO,NBI,DOT,42,11,14.4132,71,11,5.82,12,1,16200,49.1,16.1,8,TRUE,0,0,0,FALSE,Norwood
4015,W03033,3WL,0.703,I  95 ,HWY   CONEY ST    ,NBI,DOT,42,8,52.2384,71,12,3.6756,14,2,22000,86.3,17.2,5,TRUE,20,25,40,FALSE,Walpole
4116,S09004,40R,0.6795,OTHER REPLACED BY ACY,OTHER REMOVED,REM,DOT,42,7,29.712,71,11,4.0812,14,2,22000,46.6,13.8,5,TRUE,0,0,0,FALSE,Sharon
4121,W03015,40X,0.7205,RR    CSX,ST 27 ELM ST,634,DOT,42,8,57.5232,71,15,36.126,14,2,17600,26.5,15.8,6,TRUE,0,0,0,FALSE,Walpole
4307,H06005,46Q,0.9726,WATER NORTH RIVER       ,ST 53 WASHNGTON ST,NBI,DOT,42,6,25.7724,70,48,32.5872,14,2,30000,39.6,13.6,7,TRUE,0,0,0,FALSE,Hanover
4332,M07002,47H,1,OTHER REPLACED BY AMB,OTHER REMOVED,REM,DOT,42,9,39.5496,70,44,34.6308,6,4,15700,83.8,14.7,0,TRUE,0,0,0,FALSE,Marshfield
4333,M07004,47J,0.8647,WATER SOUTH RIVER       ,ST  3 A/MAIN ST   ,NBI,DOT,42,5,39.5772,70,43,6.9132,14,2,29900,9.8,12.9,5,TRUE,17,23,36,FALSE,Marshfield
4334,H15002,47K,0.9888,WATER BACK RIVER        ,ST  3 A/LINCOLN ST,NBI,DOT,42,14,48.228,70,55,55.2216,14,4,36300,112.8,19,7,TRUE,0,0,0,FALSE,Hingham
4335,H15005,47L,0.7862,RR    MBTA,ST  3 A/CSHNG HWY ,NBI,DOT,42,14,40.8732,70,52,44.886,14,2,20200,18.9,15.8,9,TRUE,0,0,0,FALSE,Hingham
4364,D14010,48H,0.8808,HWY   FRANKLIN ST       ,ST  3 NB/PLGRM HWY,NBI,DOT,42,3,58.2048,70,43,45.8616,12,2,42500,33.5,13.5,4,TRUE,0,0,0,TRUE,Duxbury
4365,D14010,48J,0.8835,HWY   FRANKLIN ST       ,ST  3 SB/PLGRM HWY,NBI,DOT,42,3,58.2048,70,43,44.8,12,2,42500,33.5,13.5,4,TRUE,0,0,0,TRUE,Duxbury
4366,H06010,48K,0.7792,ST123 WEBSTER ST        ,ST  3 NB PLGM HWY ,NBI,DOT,42,9,17.1432,70,51,20.7648,12,2,82000,48.2,13.8,3,TRUE,0,0,0,TRUE,Hanover
4367,H06010,48L,0.9459,ST123 WEBSTER ST        ,ST  3 SB PLGM HWY,NBI,DOT,42,9,17.1432,70,51,20.7648,12,2,82000,48.2,13.8,5,TRUE,0,0,0,FALSE,Hanover
4368,N24004,48U,0.8845,WATER NORTH RIVER       ,ST  3 NB,NBI,DOT,42,6,56.8368,70,46,45.1596,12,2,51000,59.7,13.5,5,TRUE,0,0,0,FALSE,Norwell
4369,N24003,48V,0.8735,HWY   HIGH ST           ,ST  3 SB,NBI,DOT,42,9,32.0904,70,52,31.4832,12,2,55000,52.4,13.8,5,TRUE,0,0,0,FALSE,Norwell
4370,N24003,48W,0.8662,HWY   HIGH ST           ,ST  3 NB,NBI,DOT,42,9,32.0904,70,52,31.4832,12,2,55000,52.4,13.8,3,TRUE,0,0,0,TRUE,Norwell
4371,N24004,48X,0.8633,WATER NORTH RIVER       ,ST  3 SB,NBI,DOT,42,6,56.8368,70,46,45.1596,12,2,51000,59.7,13.5,5,TRUE,0,0,0,FALSE,Norwell
4372,P05009,48Y,0.8861,ST139 CHURCH ST         ,ST  3 NB/PLGRM HWY,NBI,DOT,42,6,28.5336,70,46,3.6264,12,3,59000,50.9,14.2,6,TRUE,0,0,0,FALSE,Pembroke
4373,P05009,490,0.91,ST139 CHURCH ST         ,ST  3 SB/PLGRM HWY,NBI,DOT,42,6,28.5336,70,46,3.6264,12,3,59000,50.9,14.3,6,TRUE,0,0,0,FALSE,Pembroke
4388,R08004,49F,0.9634,ST228 HINGHAM ST        ,ST  3 NB PLGRM HWY,NBI,DOT,42,9,56.6568,70,53,39.1884,12,3,63000,49.4,14.83,9,TRUE,0,0,0,FALSE,Rockland
4389,R08004,49G,0.9692,ST228 HINGHAM ST        ,ST  3 SB PLGRM HWY,NBI,DOT,42,9,56.6568,70,53,39.1884,12,3,63000,49.4,14.83,9,TRUE,0,0,0,FALSE,Rockland
4512,R05001,4DB,0.5206,RR    MBTA/BMRR     ,ST145 REV BCH PKWY,NBI,DOT,42,24,17.9856,71,0,17.298,16,6,77000,31.7,29.6,5,TRUE,3,3,3,TRUE,Revere
4514,R05015,4DD,0.8438,ST107 BROADWAY          ,ST 16 REV BCH PKWY,NBI,DOT,42,24,14.508,71,1,4.3104,14,6,49000,24.1,26.4,5,TRUE,0,0,0,FALSE,Revere
4515,C01026,4DF,0.5208,HWY   BROOKLINE ST  ,US  3 MEMORIAL DR ,NBI,DOT,42,21,14.68,71,6,38,14,4,30000,182.9,16.5,4,TRUE,15,15,20,TRUE,Cambridge
4516,C01021,4DG,0.9937,HWY   ACCESS RD         ,US  3 /ST2&16/ALWF,NBI,DOT,42,23,47.5224,71,8,28.5216,14,4,72500,10.4,24.4,N,TRUE,0,0,0,FALSE,Cambridge
4517,C01020,4DH,0.958,RR    MBTA/BMRR,US  3 /ST2&16/ALWF,NBI,DOT,42,23,31.6968,71,8,29.0184,14,4,68000,105.5,25.3,7,TRUE,0,0,0,FALSE,Cambridge
4518,C01011,4DJ,-1,RR    CSX           ,US  3 MEMORIAL DR ,NBI,DOT,42,21,12.924,71,6,33.5232,14,6,49500,14,31.4,7,TRUE,0,0,0,FALSE,Cambridge
4519,C01045,4DK,0.997,ST  3 SB TO LONGFLLW BRG,ST  3 NB/MEMORL DR,NBI,DOT,42,21,39.3588,71,4,48.9036,14,2,49500,20.7,13.6,6,TRUE,0,0,0,FALSE,Cambridge
4520,C01040,4DL,0.7785,WATER BROAD CANAL       ,HWY   LAND BLVD   ,NBI,DOT,42,21,43.1244,71,4,44.3928,14,2,22200,53.3,12.8,6,TRUE,12,17,28,TRUE,Cambridge
4521,C01008,4DM,0.6968,WATER BROAD CANAL       ,HWY   FIRST ST    ,NBI,DOT,42,21,43.1784,71,4,45.75,14,2,19000,36.6,16.9,5,TRUE,0,0,0,TRUE,Cambridge
4522,C01039,4DN,0.9336,WATER CHARLES RIVER     ,ST  3 NB/MEMORL DR,NBI,DOT,42,21,39.5604,71,4,46.056,14,2,16000,156.1,12.8,6,TRUE,0,0,0,FALSE,Cambridge
4523,C01038,4DP,0.8901,WATER CHARLES RIVER     ,HWY   MEMORL DR EB,NBI,DOT,42,21,39.744,71,4,47.2152,14,2,17200,267.6,12.8,5,TRUE,0,0,0,FALSE,Cambridge
4524,C01023,4DQ,0.9263,ST  3 MEMORIAL DR   ,ST  2 A/MASS AVE  ,NBI,DOT,42,21,25.4808,71,5,35.4264,14,4,25000,15.8,33.2,7,TRUE,0,0,0,FALSE,Cambridge
4525,C01031,4DR,0.9122,TR    RED LINE          ,US  3 /ST2&16/ALWF,NBI,DOT,42,23,48.102,71,8,29.076,14,4,72500,22.6,19.2,5,TRUE,0,0,0,FALSE,Cambridge
4526,M12003,4DT,0.7552,WATER MYSTIC RIVER      ,ST 16 MYST VAL PKY,NBI,DOT,42,25,4.5228,71,6,46.9908,14,4,53000,19.5,19.2,N,TRUE,0,0,0,FALSE,Medford
4527,M12005,4DU,0.67,WATER MYSTIC RIVER      ,ST 16 MYST VAL PKY,NBI,DOT,42,25,4.8612,71,7,39.3564,14,3,27450,18.3,22.3,N,TRUE,32,48,72,FALSE,Medford
4529,M12017,4DW,-1,COMB  CORP WAY&MBTA&ORNG,ST 16 REV BCH PKWY,NBI,DOT,42,24,15.714,71,4,38.5068,14,6,106000,53.3,28.8,5,TRUE,0,0,0,FALSE,Medford
4530,M12001,4DX,0.887,WATER MYSTIC RIVER      ,ST 28 FELLSWAY    ,NBI,DOT,42,23,58.5204,71,5,2.3244,14,6,94000,219.5,29.3,6,TRUE,0,0,0,FALSE,Medford
4531,M12019,4DY,0.9705,COMB  MYSTIC R & PED/BKY,ST 16 MYST VAL PKY,NBI,DOT,42,24,22.5108,71,5,51.3312,14,4,74000,93.6,33.1,6,TRUE,0,0,0,FALSE,Medford
4534,S17022,4.00E+02,0.8491,RR    MBTA/BMRR         ,ST 28 MCGRATH HWY ,NBI,DOT,42,23,3.7896,71,5,29,14,6,37700,53,32.9,7,TRUE,20,24,36,FALSE,Somerville
4535,S17024,4.00E+03,0.7627,COMB  POPLAR ST & MBTA,ST 28 MCGRATH HWY ,NBI,DOT,42,22,31.5876,71,5,9.5928,12,6,52000,121.9,26.8,6,TRUE,0,0,0,FALSE,Somerville
4536,S17025,4.00E+04,0.5628,HWY   GILMAN ST         ,ST 28 MCGRATH HWY ,NBI,DOT,42,23,6.5004,71,5,29.9868,14,6,62000,16.5,33.5,6,TRUE,0,0,0,FALSE,Somerville
4537,S17039,4.00E+05,0.5646,HWY   WASHINGTON ST     ,ST 28 NB/MCGRATH,NBI,DOT,42,22,49.0116,71,5,23.586,12,2,4000,198.1,10.4,5,TRUE,0,0,0,TRUE,Somerville
4538,S17039,4.00E+06,0.6344,HWY   MEDFORD ST ,ST 28 SB/MCGRATH,NBI,DOT,42,22,48.3816,71,5,25.3392,12,2,16000,318.5,10.4,5,TRUE,0,0,0,TRUE,Somerville
4539,E12005,4.00E+07,0.9391,RR    MBTA/BMRR         ,ST 16 REV BCH PKWY,NBI,DOT,42,24,6.1776,71,3,51.444,14,6,40000,70.7,25.2,7,TRUE,0,0,0,FALSE,Everett
4540,E12002,4.00E+08,0.9824,RR    MBTA/BMRR,ST 16 RAMP ,NBI,DOT,42,24,12,71,3,48,19,2,26120,53.3,15.8,7,TRUE,0,0,0,FALSE,Everett
4541,E12004,4.00E+09,0.6967,WATER MALDEN RIVER      ,ST 16 REV BCH PKWY,NBI,DOT,42,24,13.5684,71,4,22.116,14,6,56000,94.5,27.1,5,TRUE,10,10,10,TRUE,Everett
4542,E12008,4EA,0.6293,ST 16 REV BCH PKWY      ,ST 99 SB/BROADWAY ,NBI,DOT,42,24,7.3764,71,3,41.1372,14,3,52900,32.9,20.3,7,TRUE,0,0,0,FALSE,Everett
4543,E12009,4EB,0.572,ST 16 REV BCH PKWY      ,ST 99 NB/BROADWAY ,NBI,DOT,42,24,9.594,71,3,36.8064,14,3,13600,36.6,19.8,7,TRUE,0,0,0,FALSE,Everett
4545,B16458,4ED,-1,HWY   EMBANKMENT RD WB  ,ST 28 LEVERETT CIR,NBI,DOT,42,21,59.0436,71,4,8.526,12,4,50000,10.7,11.9,5,TRUE,0,0,0,TRUE,Boston
4546,B16457,4EE,0.7465,HWY   STORROW DR EB  ,HWY   STORRW DR WB,NBI,MDC,42,21,12,71,4,36,12,2,57770,10.7,11.6,6,TRUE,0,0,0,TRUE,Boston
4548,B16007,4EG,-1,COMB  SOL FLD RD & RIV  ,ST  2 BROOKLINE ST,NBI,DOT,42,21,8.6328,71,6,40.122,14,4,41000,220.7,19.2,4,TRUE,0,0,0,TRUE,Boston
4549,B16377,4EH,0.6086,HWY   SOLDIERS FIELD RD ,HWY   CAMBRIDGE ST,NBI,DOT,42,21,39.204,71,7,6.0276,14,5,43000,20.1,24.4,6,TRUE,0,0,0,FALSE,Boston
4551,B16462,4EK,-1,HWY   EMBNKT RD EB ONRMP,HWY   ARLNGTN OFRP,NBI,DOT,42,21,19.9692,71,4,32.3976,12,2,24000,9.4,9.1,6,TRUE,0,0,0,FALSE,Boston
4552,B16365,4EL,-1,ST  2 /COMM AV & BEACON ,HWY   BOWKER INT  ,NBI,DOT,42,20,56.76,71,5,34.2528,12,4,27000,235.3,18.3,4,TRUE,22,27,36,TRUE,Boston
4553,B16013,4EM,0.9953,WATER CHARLES RIVER     ,ST 28 CHAS R DM RD,NBI,DOT,42,22,3.9828,71,4,16.4388,14,5,44000,27.7,25.7,8,TRUE,0,0,0,FALSE,Boston
4558,B16013,4ET,0.3728,WATER CHARLES RIVER     ,ST 28 CHAS R DM RD,NBI,DOT,42,21,41.3316,71,4,33.708,14,6,44000,35.4,26.2,6,TRUE,0,0,0,TRUE,Boston
4559,B16033,4EU,0.8615,WATER DORCHESTER BAY    ,HWY   MORRSSEY BLV,NBI,DOT,42,18,13.9896,71,2,53.4768,14,6,65000,140.2,27.4,6,TRUE,0,0,0,TRUE,Boston
4560,B16246,4EV,-1,WATER CHARLES RIVER     ,HWY   ELIOT BRIDGE,NBI,DOT,42,22,17.6844,71,8,0.0492,14,4,70100,91.4,25.6,6,TRUE,0,0,0,FALSE,Boston
4562,B16367,4EX,0.5861,COMB  WASH ST&AMTK&ORNG,ST203 ARBORWAY,NBI,DOT,42,18,4.9932,71,6,49.86,14,4,26000,503.6,24.4,5,TRUE,0,0,0,TRUE,Boston
4563,B16012,4EY,0.9699,COMB  STRW DR & CHAS RIV,ST  2 A/MASS AVE  ,NBI,DOT,42,21,14.6052,71,5,29.832,14,4,49000,659.9,22.6,7,TRUE,0,0,0,FALSE,Boston
4564,B16009,4F0,0.5136,COMB  ST3 & CHARLES RIV,ST  3 CAMBRIDGE ST,NBI,DOT,42,21,40.4892,71,4,21.7488,14,6,22600,650.7,32.5,4,TRUE,20,25,40,TRUE,Boston
4566,B16011,4F2,-1,WATER CHARLES RIVER     ,HWY   N HARVARD ST,NBI,DOT,42,22,7.8888,71,7,25.5864,14,4,29000,70.7,19.3,N,TRUE,0,0,0,TRUE,Boston
4568,B16021,4F4,0.7453,WATER NEPONSET RIVER    ,ST 28 BLUE HILL AV,NBI,DOT,42,16,0.876,71,5,39.3108,14,7,47600,33.5,36,N,TRUE,0,0,0,FALSE,Boston
4569,B16196,4F5,1,HWY   MT VERNON ST    ,HWY   MORRSSEY BLV,NBI,DOT,42,19,13.9548,71,3,3.96,14,4,34000,33.5,16.3,7,TRUE,0,0,0,FALSE,Boston
4571,B16390,4F7,0.8868,COMB  NEPONSET AVE&RIVER,ST  3 A/MORRSY BLV,NBI,DOT,42,17,2.1372,71,2,23.2116,14,6,40500,310.3,29.9,5,TRUE,20,25,36,FALSE,Boston
4574,B16459,4FA,1,WATER PATTON COVE       ,HWY   MORRSSEY BLV,NBI,DOT,42,18,46.3572,71,2,49.038,14,7,57900,9.3,47.5,8,TRUE,0,0,0,FALSE,Boston
4576,B16188,4FC,1,WATER MUDDY RIVER       ,HWY   BOYLSTON ST ,NBI,DOT,42,20,48.2316,71,5,35.4012,14,4,41300,19.2,30.4,N,TRUE,0,0,0,FALSE,Boston
4577,B16365,4FD,0.6606,WATER MUDDY RIVER,HWY   COMM AV OFRP,NBI,DOT,42,20,49.2072,71,5,35.6856,12,2,27000,87.2,10.7,4,TRUE,0,0,0,TRUE,Boston
4578,B16052,4FE,0.5965,COMB  I 90 & MBTA/CSX   ,HWY   BOWKER INT,NBI,DOT,42,20,51.9612,71,5,34.6488,14,4,52100,109.4,13.8,4,TRUE,0,0,0,TRUE,Boston
4579,B16365,4FF,-1,HWY   KENMORE OFF RMP,HWY   BWKR SB ONRP,NBI,DOT,42,20,54,71,5,36,12,2,19064,152.4,9.1,4,TRUE,22,27,36,TRUE,Boston
4580,B16365,4FG,1,WATER MUDDY RIVER,HWY   BWKR SB ONRP,NBI,DOT,42,21,0.0432,71,5,33.9864,12,2,20500,67.1,9.8,4,TRUE,22,27,36,TRUE,Boston
4581,B16365,4FH,-1,OTHER RELIEF,HWY   BWKR NB OFRP,NBI,DOT,42,21,0.0432,71,5,33.9864,12,2,9600,64,7.3,4,TRUE,22,27,36,TRUE,Boston
4582,B16365,4FJ,-1,HWY   STRRW DR WB ON RMP,HWY   BWKR NB OFRP,NBI,DOT,42,21,1.9476,71,5,33.18,12,2,27000,45.7,9.1,4,TRUE,22,27,36,TRUE,Boston
4583,B16365,4FK,-1,HWY   BOWKR ON & OFF RPS,HWY   STORRW DR EB,NBI,DOT,42,21,3.3156,71,5,35.6352,12,2,24400,201.2,9.1,4,TRUE,0,0,0,TRUE,Boston
4584,B16365,4FL,-1,HWY   STRRW DR WB & OFRP,HWY   STRW WB ONRP,NBI,DOT,42,20,54,71,5,42,12,2,16700,128,8.5,9,TRUE,15,25,34,FALSE,Boston
4585,B16257,4FM,0.9263,HWY   EMBKNT EB&WB ON RP,HWY   EMBKT WB OFF,NBI,DOT,42,21,42,71,4,18,12,2,9700,151.2,9.8,6,TRUE,0,0,0,FALSE,Boston
4586,B16258,4FN,0.8513,HWY   EMBANKMENT RD EB,HWY   EMBKT WB ON,NBI,DOT,42,21,42,71,4,18,12,2,10500,47.2,9.8,8,TRUE,0,0,0,TRUE,Boston
4587,B16376,4FP,0.6703,HWY   SOLDIERS FIELD RD ,HWY   N HARVARD ST,NBI,DOT,42,22,5.0268,71,7,27.9192,14,4,26000,19.2,22.9,5,TRUE,0,0,0,FALSE,Boston
4588,B16390,4FQ,0.815,OTHER RELIEF,ST  3 A/HNCK OFFRP,NBI,DOT,42,17,0,71,2,18,14,1,17500,67.7,8.7,8,TRUE,0,0,0,FALSE,Boston
4589,B16390,4FR,0.8807,ST  3 A/HNCK NB&MBTA&RED,HWY   QUINCY SHORE,NBI,DOT,42,17,0,71,2,18,16,2,65700,458,20.1,8,TRUE,0,0,0,FALSE,Boston
4590,B16390,4FT,0.8814,HWY   QUINCY LOOP       ,ST  3 A/HANCK ONRP,NBI,DOT,42,17,0,71,2,18,14,2,27550,68,9.1,6,TRUE,20,25,36,FALSE,Boston
4591,B16390,4FU,0.9655,OTHER PARKING,HWY   MORRSY OFFRP,NBI,DOT,42,17,0,71,2,18,14,1,1050,76.9,9.5,7,TRUE,20,25,36,FALSE,Boston
4592,W43027,4FV,0.833333333,I  95 /ST128           ,OTHER WATR MN@WASH,UTL,WRA,42,30,24,71,6,60,9,0,178901,65.5,3.1,N,TRUE,0,0,0,FALSE,Woburn
4809,S20024,4NM,0.9359,HWY   WOODLAND RD       ,I  90 EB          ,NBI,DOT,42,16,49.6812,71,30,56.3076,11,3,94186,12.8,17.2,5,TRUE,0,0,0,FALSE,Southborough
4810,S20024,4NN,0.8457,HWY   WOODLAND RD       ,I  90 WB          ,NBI,DOT,42,16,50.412,71,30,56.3076,11,6,94186,12.8,17.2,5,TRUE,0,0,0,FALSE,Southborough
4811,S20023,4NP,0.7391,ST 85 CORDAVILLE RD     ,I  90 EB          ,NBI,DOT,42,16,40.5552,71,31,32.3364,11,3,47093,35.1,17.2,5,TRUE,0,0,0,FALSE,Southborough
4812,S20023,4NQ,0.7716,ST 85 CORDAVILLE RD     ,I  90 WB          ,NBI,DOT,42,16,41.2068,71,31,32.6496,11,3,47093,35.61,17.2,5,TRUE,0,0,0,FALSE,Southborough
4813,S20022,4NR,0.8867,HWY   PARKERVILLE RD    ,I  90 EB          ,NBI,DOT,42,16,30.2592,71,32,11.3532,11,6,68385,12.7,17,5,TRUE,0,0,0,FALSE,Southborough
4814,S20022,4NT,0.8943,HWY   PARKERVILLE RD    ,I  90 WB          ,NBI,DOT,42,16,31.0116,71,32,11.2632,11,3,68385,14,17.2,6,TRUE,0,0,0,FALSE,Southborough
4815,H23014,4NU,0.9979,WATER SUDBURY RIVER     ,I  90             ,NBI,DOT,42,16,1.5816,71,33,48.9024,11,6,94186,11.3,59.3,N,TRUE,0,0,0,FALSE,Hopkinton
4816,H23013,4NV,0.7052,I  90                   ,I  90 RMPS INT 11A,NBI,DOT,42,15,52.4844,71,34,13.7028,11,4,10000,53.3,17.4,7,TRUE,0,0,0,FALSE,Hopkinton
4817,H23015,4NW,-1,ST135 WOOD ST           ,I  90 EB          ,NBI,DOT,42,15,1.4652,71,35,10.8636,11,6,89239,39,17.2,6,TRUE,0,0,0,FALSE,Hopkinton
4818,H23015,4NX,-1,ST135 WOOD ST           ,I  90 WB          ,NBI,DOT,42,15,1.6308,71,35,11.8968,11,3,89239,39,17.2,6,TRUE,0,0,0,FALSE,Hopkinton
4819,A14020,4NY,0.8102,I  90                   ,HWY   OAK ST      ,NBI,DOT,42,17,6.612,71,29,54.6936,16,2,3000,63.4,10.5,7,TRUE,0,0,0,FALSE,Ashland
4820,F07060,4P0,0.973,I  90                   ,I  90 WB ON RAMP,NBI,DOT,42,18,46.18742,71,23,5.4486,12,3,45000,71.9,16.7,6,TRUE,0,0,0,FALSE,Framingham
4821,F07061,4P1,0.5337,ST 30 COCHITUATE RD     ,I  90 RAMP INT 13,NBI,DOT,42,18,27.201,71,23,14.4885,12,2,45000,38.4,15.8,7,TRUE,0,0,0,FALSE,Framingham
4822,F07047,4P2,0.6984,RR    CSX         ,I  90 EB          ,NBI,DOT,42,18,48.0528,71,23,18.2076,11,4,52000,43,22.1,7,TRUE,0,0,0,FALSE,Framingham
4823,F07047,4P3,0.7176,RR    CSX  ,I  90 WB          ,NBI,DOT,42,18,48.8484,71,23,18.7944,11,3,52000,43,19,7,TRUE,0,0,0,FALSE,Framingham
4824,F07059,4P4,-1,I  90                   ,HWY   OLD CONN PTH,NBI,DOT,42,18,49.6332,71,23,29.2164,16,2,8000,70.1,17.4,6,TRUE,0,0,0,FALSE,Framingham
4825,F07058,4P5,0.7322,ST126 CONCORD ST        ,I  90 EB          ,NBI,DOT,42,18,55.4868,71,24,5.4756,11,3,55000,38.1,19.5,7,TRUE,0,0,0,FALSE,Framingham
4826,F07058,4P6,0.7951,ST126 CONCORD ST        ,I  90 WB          ,NBI,DOT,42,18,56.1924,71,24,5.4756,11,3,55000,38.1,19.5,7,TRUE,0,0,0,FALSE,Framingham
4827,F07046,4P7,0.7748,WATER SUDBURY RIVER     ,I  90 EB          ,NBI,DOT,42,18,51.03,71,25,1.1604,11,3,81223,54.9,18.6,7,TRUE,0,0,0,FALSE,Framingham
4828,F07046,4P8,0.8775,WATER SUDBURY RIVER     ,I  90 WB          ,NBI,DOT,42,18,51.606,71,25,1.7832,11,3,81223,54.9,18.6,7,TRUE,0,0,0,FALSE,Framingham
4829,F07057,4P9,0.7897,HWY   CENTRAL ST        ,I  90 EB          ,NBI,DOT,42,18,52.0344,71,24,57.042,11,3,55000,20.5,19.1,6,TRUE,0,0,0,FALSE,Framingham
4830,F07057,4PA,0.9795,HWY   CENTRAL ST        ,I  90 WB          ,NBI,DOT,42,18,52.7544,71,24,57.0924,11,3,55000,20.5,19.1,7,TRUE,0,0,0,FALSE,Framingham
4831,F07056,4PB,0.7904,HWY   EDGELL RD         ,I  90 EB          ,NBI,DOT,42,18,33.1956,71,26,13.3404,11,3,81223,37.2,18.6,7,TRUE,0,0,0,FALSE,Framingham
4832,F07056,4PC,0.7998,HWY   EDGELL RD         ,I  90 WB          ,NBI,DOT,42,18,33.7176,71,26,13.9812,11,3,81223,37.2,18.6,7,TRUE,0,0,0,FALSE,Framingham
4833,F07055,4PD,-1,I  90                   ,HWY   GROVE ST    ,NBI,DOT,42,18,23.3388,71,26,35.173,17,2,3200,60,12.5,7,TRUE,0,0,0,FALSE,Framingham
4834,F07053,4PE,0.7381,I  90                   ,ST 30 PLEASANT ST ,NBI,DOT,42,18,13.9068,71,26,52.5912,16,2,8000,87.8,12.8,7,TRUE,0,0,0,FALSE,Framingham
4835,F07052,4PF,0.5332,COMB  I 90 & CSX        ,HWY   TEMPLE ST   ,NBI,DOT,42,18,6.5052,71,27,17.2044,17,2,4000,106.4,12.5,7,TRUE,0,0,0,FALSE,Framingham
4836,F07048,4PG,0.8065,RR    PCRR (ABANDONED)  ,I  90 RAMPS INT 13,NBI,DOT,42,18,41.3172,71,23,10.4892,12,6,35000,12.2,30,7,TRUE,0,0,0,FALSE,Framingham
4837,F07045,4PH,-1,WATER MDC RES 3         ,I  90 EB          ,NBI,DOT,42,18,1.9764,71,28,15.8556,11,3,82000,39.3,18.4,5,TRUE,0,0,0,FALSE,Framingham
4838,F07045,4PJ,-1,WATER MDC RES 3         ,I  90 WB          ,NBI,DOT,42,18,2.7108,71,28,15.8988,11,3,82000,39.3,18.4,5,TRUE,0,0,0,FALSE,Framingham
4839,F07044,4PK,0.8988,RR    CSX         ,I  90             ,NBI,DOT,42,17,54.9528,71,28,33.9456,11,6,105000,17.7,45,N,TRUE,0,0,0,FALSE,Framingham
4840,F07050,4PL,-1,I  90                   ,ST  9 WORCESTER RD,NBI,DOT,42,17,48.0372,71,28,45.2244,12,4,55000,101.5,31,6,TRUE,0,0,0,FALSE,Framingham
4841,F07051,4PM,0.9321,ST  9 WORCESTER RD,I  90 RAMP        ,NBI,DOT,42,17,47.9688,71,28,36.4656,12,2,2000,51.5,16.8,6,TRUE,0,0,0,FALSE,Framingham
4842,F07049,4PN,-1,I  90                   ,I  90 RAMPS INT 12,NBI,DOT,42,17,38.148,71,29,0.294,12,4,400,49.1,15.8,5,TRUE,0,0,0,FALSE,Framingham
4843,F07062,4PP,0.775,HWY   SPEEN ST          ,I  90 RAMPS INT 13,NBI,DOT,42,18,49.4482,71,23,10.2408,12,5,45000,24.6,29.7,6,TRUE,0,0,0,FALSE,Framingham
4844,N03036,4PQ,-1,I  90                   ,ST 30 COMM RD     ,NBI,DOT,42,18,40.6224,71,22,30,14,2,15000,87.8,18,6,TRUE,0,0,0,FALSE,Natick
4845,N03038,4PR,0.9404,HWY   INDIAN ROCK ROAD,I  90 EB          ,NBI,DOT,42,19,43.4316,71,19,47.2332,11,3,62500,9.9,18.4,N,TRUE,0,0,0,FALSE,Natick
4846,N03038,4PT,0.9995,HWY   INDIAN ROCK ROAD,I  90 WB          ,NBI,DOT,42,19,44.202,71,19,47.3088,11,3,62500,9.9,18.4,N,TRUE,0,0,0,FALSE,Natick
